"","seqnames","start","end","width","strand","Conc","Conc_V2084D_shEV","Conc_WT_shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"5889","chr16",29995608,29996008,401,"*",5.77554159823482,5.44347665314778,6.04529454984591,-0.639777699962002,0.00945200565602813,0.0300567682828679,"Promoter (<=1kb)",16,29995715,30005717,10003,1,"283899","ENST00000304516.11",0,"ENSG00000169592","INO80E","INO80 complex subunit E","ENST00000304516.11;ENST00000620599.4;ENST00000380503.7;ENST00000569957.5;ENST00000563197.6;ENST00000568043.5;ENST00000567254.5;ENST00000567065.5;ENST00000562441.5;ENST00000567705.5;ENST00000567987.5;ENST00000563040.5;ENST00000540562.1;ENST00000562291.2;ENST00000279392.8;ENST00000564026.1;ENST00000563053.1;ENST00000563680.1;ENST00000566471.1;ENST00000565996.1;ENST00000568880.2;ENST00000279394.7;ENST00000570844.1","283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;8479;8479;8479;8479;8479;8479;8479;9344;9344","0;-202;-210;0;0;-236;-236;0;0;0;0;-244;0;0;0;0;0;-16;0;0;0;21327;5698"
"1732","chr4",102501914,102502314,401,"*",4.10825658753787,3.2500685490343,4.64267188104107,-1.42241544845356,0.000368270221584729,0.00398084596707832,"Promoter (<=1kb)",4,102501977,102567121,65145,1,"4790","ENST00000697797.1",0,"ENSG00000109320","NFKB1","nuclear factor kappa B subunit 1","ENST00000507079.6;ENST00000394820.8;ENST00000226574.9;ENST00000652619.1;ENST00000697793.1;ENST00000697794.1;ENST00000697795.1;ENST00000697796.1;ENST00000505458.5;ENST00000697797.1;ENST00000509165.2","4790;4790;4790;4790;4790;4790;4790;4790;4790;4790;4790","0;0;0;0;0;0;0;0;0;0;-1061"
"3484","chr2",201071735,201072135,401,"*",5.10013225057087,4.61968360520712,5.459929232831,-0.876736258277274,0.00206605494211853,0.0111012554276005,"Promoter (<=1kb)",2,201072001,201085750,13750,1,"4709","ENST00000237889.9",0,"ENSG00000119013","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3","ENST00000418596.7;ENST00000681958.1;ENST00000286181.7;ENST00000498780.5;ENST00000452799.5;ENST00000453765.5;ENST00000446678.5;ENST00000474118.5;ENST00000485636.1;ENST00000450023.6;ENST00000237889.9;ENST00000433898.5;ENST00000684175.1;ENST00000682325.1;ENST00000454214.1;ENST00000684420.1","285172;285172;285172;285172;285172;285172;285172;285172;285172;4709;4709;4709;4709;4709;4709;4709","-66;-64;-70;-66;-90;-156;-82;-107;-64;0;0;0;0;0;0;0"
"5279","chr22",30196241,30196641,401,"*",4.95470827007646,4.52613920103714,5.28469480240314,-0.795070498780851,0.00686685201173796,0.0243543345356555,"Intron (ENST00000432360.2/105372988, intron 1 of 2)",22,30182818,30207195,24378,2,"105372988","ENST00000432360.2",10554,"ENSG00000225676","LOC105372988","uncharacterized LOC105372988","ENST00000432360.2","105372988","0"
"9234","chr1",150487101,150487501,401,"*",4.91919436223337,4.61533713573474,5.17005453376075,-0.591898771193619,0.0419102068959132,0.084995551129278,"Promoter (<=1kb)",1,150487414,150507258,19845,1,"80222","ENST00000369054.6",0,"ENSG00000143374","TARS2","threonyl-tRNA synthetase 2, mitochondrial","ENST00000635784.1;ENST00000369054.6;ENST00000369064.8;ENST00000606933.5;ENST00000369053.3;ENST00000369051.7;ENST00000479372.1;ENST00000467982.6;ENST00000466989.1;ENST00000480070.5;ENST00000463555.1;ENST00000460794.1;ENST00000462578.1","102465529;80222;80222;80222;80222;80222;80222;80222;80222;80222;80222;80222;80222","-4844;0;0;0;0;0;0;-369;-490;-3957;-4088;-4489;-4684"
"301","chr22",42614939,42615339,401,"*",5.04478911604588,4.24770429472566,5.55523369005756,-1.34215447158763,8.64159814295631e-06,0.000530361618327159,"Promoter (<=1kb)",22,42615244,42615393,150,1,"267010","ENST00000362512.1",0,"ENSG00000276027","RNU12","RNA, U12 small nuclear","ENST00000693367.1;ENST00000352397.10;ENST00000361740.9;ENST00000688117.1;ENST00000684963.1;ENST00000689001.1;ENST00000687198.1;ENST00000407332.6;ENST00000686523.1;ENST00000689795.1;ENST00000693363.1;ENST00000692152.1;ENST00000685184.1;ENST00000687183.1;ENST00000691295.1;ENST00000407623.8;ENST00000402438.6;ENST00000470741.1;ENST00000690835.1;ENST00000689195.1;ENST00000688244.1;ENST00000690993.1;ENST00000689239.1;ENST00000692344.1;ENST00000362512.1;ENST00000602478.1;ENST00000445215.5;ENST00000252115.10;ENST00000348657.6;ENST00000451060.6;ENST00000617178.5;ENST00000339677.10;ENST00000454057.1;ENST00000463133.1","1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;267010;267010;84271;84271;84271;84271;84271;84271;84271;84271","33983;34053;34053;29295;14552;31340;31731;33996;34002;34008;34023;0;8774;34037;34027;31638;31633;18009;34013;34023;34045;34053;34013;34000;0;0;-70;-56;-8;0;0;-82;-79;-62"
"184","chr8",33513247,33513647,401,"*",5.22937077453996,4.42834650766298,5.74140388653349,-1.34819034203283,3.44673786355957e-06,0.00034745378205082,"Promoter (<=1kb)",8,33513475,33513578,104,1,"692084","ENST00000459299.1",0,"ENSG00000239039","SNORD13","small nucleolar RNA, C/D box 13","ENST00000459299.1;ENST00000519356.1;ENST00000613904.1;ENST00000431156.7;ENST00000360742.9;ENST00000520636.5;ENST00000523305.1","692084;80185;80185;80185;80185;80185;80185","0;0;-62;-112;-138;-535;-128"
"7221","chr1",23368525,23368925,401,"*",4.23069489231963,3.75897602834025,4.58559277761938,-0.861028913283925,0.017733374026424,0.0459845499884935,"Promoter (<=1kb)",1,23368939,23371789,2851,1,"148898","ENST00000437367.5",-14,"ENSG00000249087","ZNF436-AS1","ZNF436 antisense RNA 1","ENST00000437367.5;ENST00000703051.1;ENST00000454117.2;ENST00000689840.1;ENST00000690463.2;ENST00000671509.2;ENST00000458053.4;ENST00000703050.1;ENST00000518600.3;ENST00000335648.3;ENST00000518821.1;ENST00000364535.1;ENST00000314011.9;ENST00000374608.3","148898;148898;148898;148898;148898;148898;148898;148898;148898;148898;148898;148898;80818;80818","-14;-23;-24;-38;-39;-64;-72;-268;-298;-311;-313;-1329;0;0"
"4208","chr10",25933714,25934114,401,"*",3.52386557938456,2.70160405709411,4.04435853185405,-1.36860431763575,0.0034438426310841,0.0153207302803281,"Promoter (<=1kb)",10,25924448,25933710,9263,2,"101929073","ENST00000452911.1",-4,"ENSG00000226304","LOC101929073","uncharacterized LOC101929073","ENST00000452911.1;ENST00000642197.1;ENST00000642920.2;ENST00000376302.5;ENST00000543632.5;ENST00000647478.1","101929073;53904;53904;53904;53904;53904","-4;-115;-115;-160;-1674;-1674"
"473","chr12",89769244,89769644,401,"*",3.97785723978676,2.80796537653651,4.61527769220736,-1.83198265384829,1.97011492080391e-05,0.000778559476240009,"Intron (ENST00000651272.1/105369890, intron 2 of 6)",12,89712048,90100763,388716,1,"105369890","ENST00000651272.1",57196,NA,"LOC105369890","uncharacterized LOC105369890","ENST00000651272.1","105369890","0"
"1042","chr6",139134783,139135183,401,"*",4.70123469841884,3.95592876496647,5.1902212492847,-1.26808848434394,0.000106789745430261,0.0019165185298696,"Promoter (<=1kb)",6,139135080,139180802,45723,1,"51696","ENST00000367658.3",0,"ENSG00000112406","HECA","hdc homolog, cell cycle regulator","ENST00000367658.3","51696","0"
"13","chr6",26204307,26204707,401,"*",5.07697027343168,3.95326022768669,5.70091936515226,-1.78033208397287,2.02685955593834e-08,2.92070462010715e-05,"Promoter (<=1kb)",6,26204610,26205021,412,1,"8367","ENST00000615164.3",0,"ENSG00000276966","H4C5","H4 clustered histone 5","ENST00000356530.6;ENST00000615164.3","8343;8367","4791;0"
"1449","chr4",83034698,83035098,401,"*",5.04539813902065,4.42582011489537,5.47743684391355,-1.08726638447294,0.000243063014380541,0.0031402065161315,"Promoter (<=1kb)",4,83035171,83049515,14345,1,"51138","ENST00000511891.5",-73,"ENSG00000138663","COPS4","COP9 signalosome subunit 4","ENST00000509093.5;ENST00000511891.5;ENST00000509317.5;ENST00000510801.5;ENST00000264389.7;ENST00000506443.5;ENST00000507376.1;ENST00000503682.5;ENST00000511653.1;ENST00000511708.1","51138;51138;51138;51138;51138;51138;51138;51138;51138;51138","0;-73;-75;-76;-85;-101;-103;-109;-127;-332"
"1079","chr12",55817486,55817886,401,"*",3.93191037788568,2.90900159286633,4.52442900896438,-1.6417920799779,0.000115891450335308,0.0020101801288253,"Promoter (<=1kb)",12,55752463,55817724,65262,2,"84324","ENST00000546604.5",0,"ENSG00000205323","SARNP","SAP domain containing ribonucleoprotein","ENST00000552672.5;ENST00000243045.10;ENST00000550836.1;ENST00000548974.1;ENST00000546645.1;ENST00000546604.5;ENST00000552884.5;ENST00000336133.8;ENST00000552080.1;ENST00000552207.1;ENST00000546837.5;ENST00000550124.5;ENST00000546813.5;ENST00000548593.5;ENST00000552719.1;ENST00000357606.7;ENST00000678005.2;ENST00000546957.2;ENST00000547445.2;ENST00000317287.5","29095;29095;29095;29095;29095;84324;84324;84324;84324;84324;85406;85406;85406;85406;85406;85406;85406;85406;85406;85406","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"911","chr4",81808190,81808590,401,"*",3.83402239564331,2.70157894739444,4.46056197690345,-1.7827575569193,7.42768078929069e-05,0.00152568798493182,"Intron (ENST00000638048.1/153020, intron 3 of 16)",4,81427065,82044069,617005,2,"153020","ENST00000638048.1",235479,"ENSG00000138670","RASGEF1B","RasGEF domain family member 1B","ENST00000638048.1;ENST00000512716.1","153020;153020","0;0"
"6208","chr11",86524114,86524514,401,"*",4.22912254387795,3.70061152703142,4.61508375701407,-0.9483656253163,0.0110434753718049,0.0333135948695685,"Intron (ENST00000524610.1/ENST00000524610.1, intron 2 of 2)",11,86457579,86498124,40546,2,"10873","ENST00000525957.1",-25990,"ENSG00000151376","ME3","malic enzyme 3","ENST00000393324.7;ENST00000524826.8;ENST00000543262.5;ENST00000530520.5;ENST00000526504.5;ENST00000323418.10","10873;10873;10873;10873;10873;10873","0;0;0;0;0;0"
"5417","chr22",37999937,38000337,401,"*",3.95489999753272,3.32553962878827,4.39163435831453,-1.09768844741067,0.00742545488080607,0.0256691356859458,"Intron (ENST00000407936.5/5435, intron 5 of 5)",22,37988794,37988853,60,1,"100616146","ENST00000578108.1",11143,"ENSG00000284266","MIR4534","microRNA 4534","ENST00000407936.5;ENST00000405557.5;ENST00000333418.4;ENST00000427034.1","5435;5435;5435;5435","0;0;0;0"
"10219","chr1",206455629,206456029,401,"*",3.39235977085911,2.90710871257858,3.75483219160664,-0.87827421405626,0.0612853287590936,0.112282087730307,"3' UTR",1,206453199,206461227,8029,1,"23380","ENST00000604010.1",2430,"ENSG00000266028","SRGAP2","SLIT-ROBO Rho GTPase activating protein 2","ENST00000573034.8;ENST00000605610.5;ENST00000624873.3;ENST00000605476.5;ENST00000604925.5;ENST00000604010.1","23380;23380;23380;23380;23380;23380","0;0;0;0;0;0"
"12222","chr1",161565957,161566357,401,"*",3.90857160424157,3.58765803542415,4.17092926279469,-0.618285532528535,0.125257228742427,0.19190673640565,"Intron (ENST00000537821.2/2212, intron 3 of 4)",1,161581339,161589697,8359,1,"9103","ENST00000502411.5",-14982,NA,"FCGR2C","Fc gamma receptor IIc (gene/pseudogene)","ENST00000537821.2;ENST00000699402.1;ENST00000699403.1","2212;2214;2214","0;0;0"
"4541","chr19",11421650,11422050,401,"*",4.67219826926751,4.16872748803653,5.04469610293875,-0.911421041872907,0.00431770437956879,0.0178039965094568,"3' UTR",19,11394325,11419328,25004,2,"57139","ENST00000393423.7",-2322,"ENSG00000205517","RGL3","ral guanine nucleotide dissociation stimulator like 3","ENST00000591345.5;ENST00000356392.9;ENST00000591179.5;ENST00000586836.5;ENST00000562663.5;ENST00000563726.5;ENST00000380456.8;ENST00000393423.7;ENST00000453604.6;ENST00000569439.5;ENST00000567431.5;ENST00000563436.1;ENST00000567080.1;ENST00000568420.1;ENST00000561570.1","115948;115948;115948;115948;57139;57139;57139;57139;57139;57139;57139;57139;57139;57139;57139","0;0;0;0;-2377;-2340;-2336;-2322;-2336;-2333;-3077;-4820;-2336;-2345;-2333"
"1841","chr17",81911005,81911405,401,"*",4.0020022340068,3.09170452626905,4.55578021464965,-1.49250591877071,0.000427152507320696,0.00434410853400575,"Promoter (<=1kb)",17,81900958,81911399,10442,2,"5833","ENST00000538936.7",0,"ENSG00000185813","PCYT2","phosphate cytidylyltransferase 2, ethanolamine","ENST00000574992.5;ENST00000572976.5;ENST00000571832.5;ENST00000328666.11;ENST00000536038.5;ENST00000574153.1;ENST00000576156.1;ENST00000571233.1;ENST00000572902.5;ENST00000572350.5;ENST00000577065.5;ENST00000574495.6;ENST00000573367.5;ENST00000571915.5;ENST00000575360.5;ENST00000575244.1;ENST00000570367.5;ENST00000572671.1;ENST00000538936.7;ENST00000331285.7;ENST00000538721.6;ENST00000571105.5;ENST00000570391.5;ENST00000572995.5;ENST00000570388.5;ENST00000572924.2;ENST00000576343.5;ENST00000571944.1;ENST00000573636.6;ENST00000574155.1;ENST00000573401.6;ENST00000571581.5;ENST00000573927.5;ENST00000572473.1;ENST00000572157.1","51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833","5047;5748;6747;6771;6771;2845;3286;3321;9918;6409;6375;6757;6727;4566;6731;4521;6747;6727;0;0;0;0;0;-3211;0;-4828;0;-4757;0;-4176;0;0;0;0;0"
"85","chrX",115958172,115958572,401,"*",3.83296288638598,2.17098936041006,4.58484939329503,-2.42762342257121,7.89852856891382e-07,0.000167444103176253,"Intron (ENST00000664453.1/642776, intron 1 of 3)",23,115694913,115969022,274110,2,"642776","ENST00000664453.1",10450,"ENSG00000235244","DANT2","DXZ4 associated non-coding transcript 2, distal","ENST00000664453.1;ENST00000688552.1;ENST00000693570.1;ENST00000701608.1;ENST00000692054.1;ENST00000664164.1;ENST00000689580.2;ENST00000430756.2","642776;642776;642776;642776;642776;642776;642776;642776","0;0;0;0;0;0;0;0"
"8639","chr8",72479362,72479762,401,"*",4.22749808126454,3.80319556194607,4.55495676193849,-0.786661133054307,0.0328065326553675,0.0711219507271149,"Distal Intergenic",8,72537225,72938349,401125,1,"9312","ENST00000523207.2",-57463,"ENSG00000182674","KCNB2","potassium voltage-gated channel subfamily B member 2",NA,NA,NA
"1711","chr2",202375063,202375463,401,"*",4.52382428621473,3.80670111562486,5.0006629570515,-1.22731388925334,0.000361150315362694,0.00395176919257555,"Promoter (<=1kb)",2,202376327,202567749,191423,1,"659","ENST00000374580.10",-864,"ENSG00000204217","BMPR2","bone morphogenetic protein receptor type 2","ENST00000374580.10;ENST00000374574.2","659;659","0;-1971"
"3182","chr17",82003693,82004093,401,"*",3.95613174633953,3.17259532229488,4.46106631193193,-1.31821119599016,0.00160054000013872,0.00941970336870835,"Promoter (<=1kb)",17,82004345,82017404,13060,1,"79058","ENST00000577733.5",-252,"ENSG00000169696","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing","ENST00000306729.11;ENST00000306739.9;ENST00000580534.5;ENST00000583503.5;ENST00000584454.5;ENST00000582355.6;ENST00000577733.5;ENST00000578236.5;ENST00000581608.5","79058;79058;79058;79058;79058;79058;79058;79058;79058","0;0;0;0;0;0;-252;-2549;-3342"
"1516","chr19",46784742,46785142,401,"*",4.58402123814303,3.85602442723188,5.06558716691846,-1.24306849321116,0.00027569035526303,0.00340442150635619,"Promoter (<=1kb)",19,46774885,46784824,9940,2,"6510","ENST00000434726.6",0,"ENSG00000105281","SLC1A5","solute carrier family 1 member 5","ENST00000542575.6;ENST00000434726.6;ENST00000594991.5;ENST00000412532.6;ENST00000593713.1;ENST00000598022.1","6510;6510;6510;6510;6510;6510","0;0;0;0;0;0"
"4103","chr1",100249575,100249975,401,"*",4.58382607353488,4.0417284545933,4.97694387907097,-0.970155183028377,0.00318370625168924,0.0145287135719597,"Promoter (<=1kb)",1,100186919,100249834,62916,2,"1629","ENST00000370132.8",0,"ENSG00000137992","DBT","dihydrolipoamide branched chain transacylase E2","ENST00000650038.1;ENST00000370132.8;ENST00000681617.1;ENST00000681780.1;ENST00000370131.3","100506007;1629;1629;1629;1629","16204;0;0;0;0"
"143","chr5",70401100,70401500,401,"*",4.58594700280722,3.52588270579064,5.1903877949014,-1.69515188600756,1.84671208666839e-06,0.000240239288330271,"Distal Intergenic",5,70415352,70447526,32175,1,"653238","ENST00000508065.7",-13852,NA,"GTF2H2B","general transcription factor IIH subunit 2B (pseudogene)",NA,NA,NA
"5729","chr14",54343517,54343917,401,"*",4.28372944920037,3.75109003372671,4.67187614731603,-0.954857908844032,0.00873293454562467,0.0285414476571484,"Distal Intergenic",14,54396849,54417951,21103,1,"1033","ENST00000555837.5",-52932,"ENSG00000100526","CDKN3","cyclin dependent kinase inhibitor 3",NA,NA,NA
"1305","chr4",102827490,102827890,401,"*",5.47669332106851,4.93295354551855,5.87066917221973,-0.974562257994045,0.000186813867303344,0.00267962034930592,"Promoter (<=1kb)",4,102827611,102844099,16489,1,"105377348","ENST00000501133.3",0,NA,"UBE2D3-AS1","UBE2D3 antisense RNA 1","ENST00000501133.3;ENST00000686558.2;ENST00000453744.7;ENST00000394804.6;ENST00000394801.8;ENST00000394803.9;ENST00000343106.9;ENST00000503742.5;ENST00000321805.11;ENST00000350435.11;ENST00000338145.7;ENST00000349311.12;ENST00000504211.5;ENST00000357194.10;ENST00000505207.5;ENST00000507845.5;ENST00000502404.5;ENST00000508635.5;ENST00000505307.5;ENST00000510129.5;ENST00000508476.5;ENST00000502563.5;ENST00000508238.5;ENST00000514755.5;ENST00000508974.5;ENST00000502690.5;ENST00000508818.5;ENST00000503418.5;ENST00000508249.1;ENST00000513098.5;ENST00000503282.1","105377348;105377348;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323","0;-396;0;0;0;0;0;0;0;0;0;0;-1948;0;0;0;0;-1950;0;0;0;0;0;0;0;0;0;0;0;0;0"
"4903","chr6_GL000256v2_alt",3273174,3273574,401,"*",3.4928322964668,2.70300555633107,4.00033412966338,-1.32343862465104,0.00544761472177412,0.0208053346754321,"Promoter (<=1kb)",166,3270999,3273284,2286,2,"1797","ENST00000481239.5",0,"ENSG00000204348","DXO","decapping exoribonuclease","ENST00000488502.1;ENST00000498775.1;ENST00000473932.5;ENST00000427627.1;ENST00000481239.5;ENST00000446967.5;ENST00000492293.5;ENST00000496155.5;ENST00000489660.5;ENST00000419797.6;ENST00000463957.5;ENST00000461938.1;ENST00000475681.5;ENST00000491726.1;ENST00000421789.4;ENST00000476485.5;ENST00000488686.5;ENST00000494521.5;ENST00000464293.1;ENST00000496789.1;ENST00000493433.1;ENST00000471949.5;ENST00000466463.5;ENST00000491401.5;ENST00000478011.5;ENST00000550656.1;ENST00000424104.5;ENST00000438256.6;ENST00000460069.5;ENST00000464830.5;ENST00000469677.5;ENST00000472631.1;ENST00000493840.5;ENST00000486636.5;ENST00000491132.1","1797;1797;1797;1797;1797;1797;1797;1797;1797;1797;1797;1797;1797;1797;6499;6499;6499;6499;6499;6499;6499;6499;6499;6499;8859;8859;8859;8859;8859;8859;8859;8859;8859;8859;8859","-1128;-302;-300;-14;0;0;0;0;0;0;0;0;0;0;12905;12837;5157;4964;4882;3662;3531;3510;3505;3299;0;0;0;0;0;0;-3;-6;-170;-193;-197"
"1782","chr1",161097642,161098042,401,"*",4.06722731722431,3.17513728345016,4.61434844817931,-1.46831853592042,0.000394822393904306,0.00414664643512338,"Promoter (<=1kb)",1,161098361,161100298,1938,1,"126823","ENST00000490724.6",-319,"ENSG00000162755","KLHDC9","kelch domain containing 9","ENST00000490724.6;ENST00000368011.9;ENST00000469647.5;ENST00000471613.1;ENST00000392192.6;ENST00000392191.6;ENST00000494418.1;ENST00000475934.1;ENST00000468311.1;ENST00000368010.4","126823;126823;126823;126823;126823;126823;126823;126823;5202;5202","-319;-319;-321;-340;-352;-398;-403;-1466;0;0"
"2700","chr9",91100071,91100471,401,"*",3.7811250190735,2.90827065512696,4.32108740144014,-1.44007573499505,0.00106923407228615,0.00741575782159806,"Intron (ENST00000686463.1/100507103, intron 1 of 2)",9,91077138,91102507,25370,2,"100507103","ENST00000663149.1",2036,"ENSG00000237422","LINC02937","long intergenic non-protein coding RNA 2937","ENST00000686463.1;ENST00000663149.1;ENST00000666264.1;ENST00000665623.1;ENST00000423380.2;ENST00000667274.1;ENST00000658132.1","100507103;100507103;100507103;100507103;100507103;100507103;100507103","0;0;0;17616;7497;0;7408"
